product_key,product_id,supplier_key,product_name,category,subcategory,unit_of_measure,unit_cost,unit_price,status
771,PROD-000771,741,Industrial Stretch Film Premium Series 0771,Packaging,Premium,Each,342.02,617.4,Active
772,PROD-000772,294,Process Pump Assembly Premium Series 0772,Industrial Equipment,Premium,Kg,225.91,337.82,Active
773,PROD-000773,944,Material Handling Unit Specialty Series 0773,Industrial Equipment,Specialty,Liter,435.36,968.9,Active
774,PROD-000774,945,Conveyor Roller Assembly Premium Series 0774,Components,Premium,Meter,381.63,592.64,Active
775,PROD-000775,587,Cold Rolled Steel Coil Specialty Series 0775,Raw Materials,Specialty,Kg,26.22,48.1,Active
776,PROD-000776,696,Protective Packaging Insert Specialty Series 0776,Packaging,Specialty,Each,145.08,266.42,Inactive
777,PROD-000777,745,Polymer Resin Standard Series 0777,Raw Materials,Standard,Liter,167.74,392.6,Active
778,PROD-000778,409,Power Distribution Module Standard Series 0778,Electronics,Standard,Kg,321.25,559.88,Active
779,PROD-000779,816,Material Handling Unit Premium Series 0779,Industrial Equipment,Premium,Liter,234.5,520.58,Active
780,PROD-000780,265,Reusable Transport Crate Standard Series 0780,Packaging,Standard,Liter,254.34,548.84,Active
781,PROD-000781,887,Hydraulic Power Unit Premium Series 0781,Industrial Equipment,Premium,Each,359.2,837.11,Active
782,PROD-000782,575,Steel Coupling Standard Series 0782,Components,Standard,Each,346.8,669.35,Active
783,PROD-000783,133,Polymer Resin Premium Series 0783,Raw Materials,Premium,Liter,394.42,717.55,Active
784,PROD-000784,331,Power Distribution Module Premium Series 0784,Electronics,Premium,Kg,457.15,810.84,Active
785,PROD-000785,830,Stainless Steel Sheet Standard Series 0785,Raw Materials,Standard,Kg,466.52,760.65,Active
786,PROD-000786,222,Engineering Plastic Pellets Standard Series 0786,Raw Materials,Standard,Meter,29.52,70.37,Active
787,PROD-000787,33,Precision Bearing Assembly Specialty Series 0787,Components,Specialty,Kg,347.1,722.32,Inactive
788,PROD-000788,165,Aluminum Sheet Stock Specialty Series 0788,Raw Materials,Specialty,Liter,253.2,463.05,Inactive
789,PROD-000789,346,Industrial Stretch Film Standard Series 0789,Packaging,Standard,Meter,348.41,524.69,Active
790,PROD-000790,68,Pallet Wrap Assembly Premium Series 0790,Packaging,Premium,Liter,396.02,657.07,Active
791,PROD-000791,621,Motor Control Panel Standard Series 0791,Electronics,Standard,Kg,403.67,904.05,Active
792,PROD-000792,624,Reusable Transport Crate Standard Series 0792,Packaging,Standard,Liter,333.15,738.3,Active
793,PROD-000793,186,Hydraulic Power Unit Premium Series 0793,Industrial Equipment,Premium,Kg,236.38,512.13,Active
794,PROD-000794,24,Pneumatic Control Unit Specialty Series 0794,Industrial Equipment,Specialty,Liter,174.65,419.38,Active
795,PROD-000795,21,Industrial Drive System Specialty Series 0795,Industrial Equipment,Specialty,Kg,184.65,308.87,Active
796,PROD-000796,833,Process Pump Assembly Standard Series 0796,Industrial Equipment,Standard,Meter,234.71,487.01,Active
797,PROD-000797,406,Motor Control Panel Premium Series 0797,Electronics,Premium,Meter,353.79,581.81,Active
798,PROD-000798,74,Industrial Signal Converter Premium Series 0798,Electronics,Premium,Each,14.3,34.85,Active
799,PROD-000799,415,Cold Rolled Steel Coil Premium Series 0799,Raw Materials,Premium,Meter,180.02,367.59,Active
800,PROD-000800,763,Variable Frequency Drive Premium Series 0800,Electronics,Premium,Liter,303.14,690.49,Active
801,PROD-000801,571,Polymer Resin Specialty Series 0801,Raw Materials,Specialty,Each,326.73,431.84,Active
802,PROD-000802,684,Drive Shaft Assembly Specialty Series 0802,Components,Specialty,Kg,192.04,428.43,Active
803,PROD-000803,205,Material Handling Unit Standard Series 0803,Industrial Equipment,Standard,Kg,459.33,988.7,Inactive
804,PROD-000804,605,Reusable Transport Crate Standard Series 0804,Packaging,Standard,Liter,300.05,394.66,Active
805,PROD-000805,556,Cold Rolled Steel Coil Premium Series 0805,Raw Materials,Premium,Kg,235.03,464.89,Active
806,PROD-000806,210,Protective Packaging Insert Specialty Series 0806,Packaging,Specialty,Liter,216.05,334.51,Active
807,PROD-000807,963,Industrial Drive System Standard Series 0807,Industrial Equipment,Standard,Meter,114.13,281.78,Active
808,PROD-000808,107,Process Pump Assembly Standard Series 0808,Industrial Equipment,Standard,Kg,279.17,669.26,Active
809,PROD-000809,181,Heavy-Duty Packaging Sleeve Specialty Series 0809,Packaging,Specialty,Liter,457.46,743.28,Active
810,PROD-000810,17,Industrial Signal Converter Specialty Series 0810,Electronics,Specialty,Liter,41.21,70.83,Inactive
811,PROD-000811,362,Cold Rolled Steel Coil Premium Series 0811,Raw Materials,Premium,Kg,498.35,776.34,Active
812,PROD-000812,996,Variable Frequency Drive Standard Series 0812,Electronics,Standard,Kg,409.83,766.69,Inactive
813,PROD-000813,702,Industrial Drive System Standard Series 0813,Industrial Equipment,Standard,Liter,216.46,540.25,Active
814,PROD-000814,967,Process Pump Assembly Premium Series 0814,Industrial Equipment,Premium,Liter,36.55,54.21,Active
815,PROD-000815,563,Industrial Valve Assembly Specialty Series 0815,Components,Specialty,Meter,203.78,498.04,Active
816,PROD-000816,360,Reusable Transport Crate Premium Series 0816,Packaging,Premium,Each,496.18,643.52,Active
817,PROD-000817,237,Precision Bearing Assembly Specialty Series 0817,Components,Specialty,Liter,354.05,785.51,Active
818,PROD-000818,201,Pneumatic Control Unit Standard Series 0818,Industrial Equipment,Standard,Each,318.3,727.53,Active
819,PROD-000819,683,Proximity Sensor Standard Series 0819,Electronics,Standard,Meter,466.41,742.02,Active
820,PROD-000820,337,Industrial Copper Wire Specialty Series 0820,Raw Materials,Specialty,Each,291.09,626.31,Active
821,PROD-000821,146,Motor Control Panel Standard Series 0821,Electronics,Standard,Liter,86.57,167.43,Active
822,PROD-000822,905,Thermal Processing Unit Standard Series 0822,Industrial Equipment,Standard,Kg,420.61,917.83,Active
823,PROD-000823,283,Hydraulic Power Unit Premium Series 0823,Industrial Equipment,Premium,Liter,196.22,349.9,Active
824,PROD-000824,725,Protective Packaging Insert Premium Series 0824,Packaging,Premium,Each,434.75,1068.4,Active
825,PROD-000825,604,Polymer Resin Specialty Series 0825,Raw Materials,Specialty,Kg,399.43,779.84,Active
826,PROD-000826,844,Drive Shaft Assembly Specialty Series 0826,Components,Specialty,Kg,69.41,170.25,Active
827,PROD-000827,541,Material Handling Unit Premium Series 0827,Industrial Equipment,Premium,Kg,343.88,847.66,Active
828,PROD-000828,120,Industrial Signal Converter Premium Series 0828,Electronics,Premium,Meter,433.2,845.03,Active
829,PROD-000829,97,Precision Bearing Assembly Specialty Series 0829,Components,Specialty,Meter,190.81,437.4,Active
830,PROD-000830,539,Steel Coupling Specialty Series 0830,Components,Specialty,Meter,457.74,1043.09,Active
831,PROD-000831,327,Aluminum Mounting Bracket Specialty Series 0831,Components,Specialty,Kg,283.12,460.63,Active
832,PROD-000832,163,Power Distribution Module Specialty Series 0832,Electronics,Specialty,Meter,188.74,361.3,Active
833,PROD-000833,111,Motor Control Panel Specialty Series 0833,Electronics,Specialty,Kg,468.37,594.02,Inactive
834,PROD-000834,868,Thermal Processing Unit Premium Series 0834,Industrial Equipment,Premium,Kg,480.04,792.68,Active
835,PROD-000835,424,Industrial Control Module Standard Series 0835,Electronics,Standard,Each,323.48,582.32,Active
836,PROD-000836,465,Variable Frequency Drive Premium Series 0836,Electronics,Premium,Each,411.96,915.57,Active
837,PROD-000837,7,Aluminum Mounting Bracket Premium Series 0837,Components,Premium,Kg,163.47,305.08,Active
838,PROD-000838,49,Industrial Copper Wire Standard Series 0838,Raw Materials,Standard,Meter,302.3,667.32,Active
839,PROD-000839,751,Material Handling Unit Premium Series 0839,Industrial Equipment,Premium,Each,244.19,367.78,Inactive
840,PROD-000840,137,Thermal Processing Unit Specialty Series 0840,Industrial Equipment,Specialty,Meter,318.92,686.61,Active
841,PROD-000841,940,Corrugated Shipping Carton Premium Series 0841,Packaging,Premium,Meter,360.82,834.7,Active
842,PROD-000842,479,Protective Packaging Insert Specialty Series 0842,Packaging,Specialty,Kg,342.08,530.71,Inactive
843,PROD-000843,413,Polymer Resin Standard Series 0843,Raw Materials,Standard,Liter,173.04,394.26,Active
844,PROD-000844,311,Power Distribution Module Standard Series 0844,Electronics,Standard,Liter,399.71,803.2,Active
845,PROD-000845,854,Heavy-Duty Packaging Sleeve Premium Series 0845,Packaging,Premium,Meter,175.39,321.85,Active
846,PROD-000846,704,Industrial Signal Converter Standard Series 0846,Electronics,Standard,Each,284.48,599.2,Active
847,PROD-000847,370,Precision Bearing Assembly Premium Series 0847,Components,Premium,Liter,138.86,298.28,Active
848,PROD-000848,972,Variable Frequency Drive Standard Series 0848,Electronics,Standard,Meter,60.72,125.03,Active
849,PROD-000849,836,Industrial Stretch Film Premium Series 0849,Packaging,Premium,Liter,207.7,422.39,Active
850,PROD-000850,765,Pallet Wrap Assembly Standard Series 0850,Packaging,Standard,Meter,53.15,93.61,Active
851,PROD-000851,678,Material Handling Unit Standard Series 0851,Industrial Equipment,Standard,Meter,425.59,909.89,Active
852,PROD-000852,597,Reusable Transport Crate Specialty Series 0852,Packaging,Specialty,Kg,345.69,534.85,Active
853,PROD-000853,496,Hydraulic Power Unit Standard Series 0853,Industrial Equipment,Standard,Kg,420.5,579.33,Active
854,PROD-000854,593,Pneumatic Control Unit Premium Series 0854,Industrial Equipment,Premium,Meter,404.78,971.28,Active
855,PROD-000855,198,Aluminum Mounting Bracket Specialty Series 0855,Components,Specialty,Kg,112.51,250.27,Active
856,PROD-000856,637,Pallet Wrap Assembly Standard Series 0856,Packaging,Standard,Kg,395.85,764.47,Active
857,PROD-000857,105,Industrial Valve Assembly Standard Series 0857,Components,Standard,Each,87.79,195.55,Active
858,PROD-000858,54,Reusable Transport Crate Standard Series 0858,Packaging,Standard,Meter,92.15,124.66,Active
859,PROD-000859,207,Hydraulic Power Unit Specialty Series 0859,Industrial Equipment,Specialty,Each,54.47,95.7,Active
860,PROD-000860,111,Aluminum Sheet Stock Standard Series 0860,Raw Materials,Standard,Each,198.11,291.44,Active
861,PROD-000861,145,Proximity Sensor Premium Series 0861,Electronics,Premium,Meter,375.42,778.23,Active
862,PROD-000862,682,Drive Shaft Assembly Premium Series 0862,Components,Premium,Meter,346.0,761.79,Inactive
863,PROD-000863,486,Material Handling Unit Specialty Series 0863,Industrial Equipment,Specialty,Kg,340.39,591.51,Active
864,PROD-000864,428,Reusable Transport Crate Premium Series 0864,Packaging,Premium,Each,230.01,355.99,Active
865,PROD-000865,896,Corrugated Shipping Carton Premium Series 0865,Packaging,Premium,Kg,433.54,710.63,Active
866,PROD-000866,741,Steel Coupling Standard Series 0866,Components,Standard,Each,453.19,887.01,Active
867,PROD-000867,228,Industrial Stretch Film Specialty Series 0867,Packaging,Specialty,Meter,251.63,328.75,Active
868,PROD-000868,441,Pallet Wrap Assembly Premium Series 0868,Packaging,Premium,Each,320.11,445.89,Active
869,PROD-000869,94,Industrial Valve Assembly Specialty Series 0869,Components,Specialty,Kg,62.9,155.82,Active
870,PROD-000870,746,Reusable Transport Crate Specialty Series 0870,Packaging,Specialty,Liter,128.26,192.16,Active
871,PROD-000871,44,Cold Rolled Steel Coil Standard Series 0871,Raw Materials,Standard,Meter,435.06,836.84,Active
872,PROD-000872,700,Steel Coupling Standard Series 0872,Components,Standard,Each,106.4,252.1,Inactive
873,PROD-000873,368,Industrial Stretch Film Specialty Series 0873,Packaging,Specialty,Liter,29.9,70.17,Active
874,PROD-000874,337,Industrial Copper Wire Premium Series 0874,Raw Materials,Premium,Meter,58.6,74.99,Active
875,PROD-000875,869,Motor Control Panel Standard Series 0875,Electronics,Standard,Liter,219.24,340.35,Active
876,PROD-000876,763,Engineering Plastic Pellets Specialty Series 0876,Raw Materials,Specialty,Kg,86.4,131.03,Active
877,PROD-000877,57,Cold Rolled Steel Coil Premium Series 0877,Raw Materials,Premium,Liter,446.65,979.59,Active
878,PROD-000878,803,Aluminum Sheet Stock Specialty Series 0878,Raw Materials,Specialty,Meter,447.26,577.22,Active
879,PROD-000879,408,Proximity Sensor Specialty Series 0879,Electronics,Specialty,Liter,73.69,99.86,Active
880,PROD-000880,941,Industrial Copper Wire Specialty Series 0880,Raw Materials,Specialty,Meter,96.56,168.83,Active
881,PROD-000881,892,Stainless Steel Sheet Specialty Series 0881,Raw Materials,Specialty,Liter,470.0,1023.35,Active
882,PROD-000882,95,Reusable Transport Crate Specialty Series 0882,Packaging,Specialty,Meter,290.51,673.79,Active
883,PROD-000883,414,Precision Bearing Assembly Premium Series 0883,Components,Premium,Liter,159.3,216.57,Active
884,PROD-000884,173,Pneumatic Control Unit Premium Series 0884,Industrial Equipment,Premium,Meter,197.99,446.76,Active
885,PROD-000885,103,Polymer Resin Premium Series 0885,Raw Materials,Premium,Meter,320.57,402.73,Active
886,PROD-000886,892,Drive Shaft Assembly Standard Series 0886,Components,Standard,Liter,370.15,846.16,Active
887,PROD-000887,90,Industrial Valve Assembly Premium Series 0887,Components,Premium,Kg,448.55,647.48,Active
888,PROD-000888,714,Engineering Plastic Pellets Standard Series 0888,Raw Materials,Standard,Meter,148.94,265.13,Active
889,PROD-000889,161,Industrial Control Module Standard Series 0889,Electronics,Standard,Each,129.64,183.15,Active
890,PROD-000890,981,Protective Packaging Insert Standard Series 0890,Packaging,Standard,Liter,57.0,85.69,Active
891,PROD-000891,773,Proximity Sensor Specialty Series 0891,Electronics,Specialty,Liter,51.25,111.01,Active
892,PROD-000892,18,Pallet Wrap Assembly Standard Series 0892,Packaging,Standard,Kg,401.03,933.93,Active
893,PROD-000893,108,Heavy-Duty Packaging Sleeve Premium Series 0893,Packaging,Premium,Meter,253.41,546.55,Active
894,PROD-000894,297,Conveyor Roller Assembly Premium Series 0894,Components,Premium,Kg,265.21,333.23,Active
895,PROD-000895,788,Corrugated Shipping Carton Premium Series 0895,Packaging,Premium,Kg,106.73,151.93,Active
896,PROD-000896,81,Protective Packaging Insert Standard Series 0896,Packaging,Standard,Liter,372.26,561.84,Active
897,PROD-000897,175,Polymer Resin Premium Series 0897,Raw Materials,Premium,Liter,214.26,294.29,Active
898,PROD-000898,995,Drive Shaft Assembly Standard Series 0898,Components,Standard,Meter,480.49,687.4,Active
899,PROD-000899,110,Motor Control Panel Standard Series 0899,Electronics,Standard,Meter,424.99,1057.51,Active
900,PROD-000900,888,Reusable Transport Crate Standard Series 0900,Packaging,Standard,Kg,322.08,705.6,Active
901,PROD-000901,447,Precision Bearing Assembly Premium Series 0901,Components,Premium,Kg,469.16,986.5,Active
902,PROD-000902,63,Aluminum Sheet Stock Specialty Series 0902,Raw Materials,Specialty,Meter,372.4,758.54,Active
903,PROD-000903,820,Industrial Stretch Film Specialty Series 0903,Packaging,Specialty,Liter,207.34,463.68,Active
904,PROD-000904,554,Power Distribution Module Premium Series 0904,Electronics,Premium,Liter,328.7,458.48,Active
905,PROD-000905,277,Stainless Steel Sheet Standard Series 0905,Raw Materials,Standard,Kg,128.74,305.99,Inactive
906,PROD-000906,61,Engineering Plastic Pellets Standard Series 0906,Raw Materials,Standard,Liter,270.57,597.67,Active
907,PROD-000907,188,Hydraulic Power Unit Premium Series 0907,Industrial Equipment,Premium,Kg,139.68,219.6,Active
908,PROD-000908,655,Aluminum Sheet Stock Standard Series 0908,Raw Materials,Standard,Each,116.88,211.19,Active
909,PROD-000909,604,Industrial Stretch Film Premium Series 0909,Packaging,Premium,Kg,452.08,627.39,Active
910,PROD-000910,197,Process Pump Assembly Premium Series 0910,Industrial Equipment,Premium,Each,216.54,426.69,Active
911,PROD-000911,933,Stainless Steel Sheet Specialty Series 0911,Raw Materials,Specialty,Liter,237.2,456.58,Active
912,PROD-000912,189,Engineering Plastic Pellets Premium Series 0912,Raw Materials,Premium,Liter,50.94,109.49,Active
913,PROD-000913,774,Corrugated Shipping Carton Standard Series 0913,Packaging,Standard,Each,300.31,747.88,Active
914,PROD-000914,633,Protective Packaging Insert Premium Series 0914,Packaging,Premium,Each,467.08,716.0,Inactive
915,PROD-000915,961,Aluminum Mounting Bracket Premium Series 0915,Components,Premium,Each,214.38,420.87,Active
916,PROD-000916,556,Power Distribution Module Specialty Series 0916,Electronics,Specialty,Liter,149.47,206.55,Active
917,PROD-000917,708,Heavy-Duty Packaging Sleeve Standard Series 0917,Packaging,Standard,Kg,82.77,157.43,Active
918,PROD-000918,231,Reusable Transport Crate Standard Series 0918,Packaging,Standard,Meter,302.34,540.99,Active
919,PROD-000919,304,Precision Bearing Assembly Specialty Series 0919,Components,Specialty,Each,419.77,707.67,Active
920,PROD-000920,317,Pneumatic Control Unit Premium Series 0920,Industrial Equipment,Premium,Each,76.89,190.79,Active
